name,train_macro_f1-score,train_macro_recall,train_micro_accuracy,train_macro_precision,train_weighted_precision,train_weighted_recall,train_weighted_f1-score,train_balanced_accuracy,train_macro_ovr_roc_auc_score,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score
lr-lbfgs3_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.8230769230769232,0.8525641025641025,0.8571428571428571,0.9081196581196582,0.9085714285714286,0.8571428571428571,0.8302857142857144,0.8525641025641025,-1
lr-lbfgs5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.941880341880342,0.9551282051282052,0.96,0.9797008547008548,0.978095238095238,0.96,0.9459047619047616,0.9551282051282052,-1
lr-lbfgs8_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.9128205128205128,0.9294871794871796,0.9371428571428572,0.9615384615384616,0.96,0.9371428571428572,0.9188571428571428,0.9294871794871796,-1
lr-lbfgs3_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.8230769230769232,0.8525641025641025,0.8571428571428571,0.9081196581196582,0.9085714285714286,0.8571428571428571,0.8302857142857144,0.8525641025641025,-1
lr-lbfgs5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.941880341880342,0.9551282051282052,0.96,0.9797008547008548,0.978095238095238,0.96,0.9459047619047616,0.9551282051282052,-1
lr-lbfgs8_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.9128205128205128,0.9294871794871796,0.9371428571428572,0.9615384615384616,0.96,0.9371428571428572,0.9188571428571428,0.9294871794871796,-1
lr-lbfgs3_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.8230769230769232,0.8525641025641025,0.8571428571428571,0.9081196581196582,0.9085714285714286,0.8571428571428571,0.8302857142857144,0.8525641025641025,-1
lr-lbfgs5_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.941880341880342,0.9551282051282052,0.96,0.9797008547008548,0.978095238095238,0.96,0.9459047619047616,0.9551282051282052,-1
lr-lbfgs8_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.9128205128205128,0.9294871794871796,0.9371428571428572,0.9615384615384616,0.96,0.9371428571428572,0.9188571428571428,0.9294871794871796,-1
lr-lbfgs3_oversampled_t70_trainnoise-0_testnoise-1_thresh-2,0.9922927499850578,0.9925213675213674,0.9925213675213675,0.9938949938949938,0.9938949938949938,0.9925213675213675,0.9922927499850578,0.9925213675213674,-1,0.8230769230769232,0.8525641025641025,0.8571428571428571,0.9081196581196582,0.9085714285714286,0.8571428571428571,0.8302857142857144,0.8525641025641025,-1
