val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,epochs_taken,test_time,val_cross_ent,val_cluster,val_separation,val_avg_separation,val_p_avg_pair_dist,num_ptypes_per_class,ptype_length,prototype_shape,ptype_activation_fn,latent_weight,joint_features_lr,joint_ptypes_lr,warm_ptypes_lr,last_layer_lr,joint_weight_decay,joint_lr_step_size,warm_lr_step_size,cross_entropy_weight,cluster_weight,separation_weight,l1_weight,num_warm_epochs,push_gap,push_start,num_pushes,last_layer_epochs,seq_count_thresh,trainRandomInsertions,trainRandomDeletions,trainMutationRate,oversample,encoding_mode,push_encoding_mode,applying_on_raw_data,augment_test_data,load_existing_train_test,train_batch_size,test_batch_size,num_classes,seq_target_length,addTagAndPrimer,addRevComplements,val_portion_of_train,datetime
0.9772727272727272,0.9886363636363636,0.9893617021276596,0.9886363636363636,1.0,0.9893617021276596,0.9893617021276596,0.9885057471264368,0.8969298245614036,0.9276315789473684,0.925531914893617,0.9451754385964912,0.9556737588652484,0.925531914893617,0.9131205673758866,0.9266666666666666,201,0.0261902809143066,3.2859870195388794,0.6882574260234833,0.4971388876438141,0.1653239876031875,325038.3125,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.5,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_000955
0.9550561797752808,0.9775280898876404,0.9787234042553192,0.9775280898876404,1.0,0.9787234042553192,0.9787234042553192,0.9770114942528736,0.835042735042735,0.8782051282051282,0.8936170212765957,0.8867521367521366,0.9343971631205672,0.8936170212765957,0.8893617021276595,0.8733333333333333,201,0.024407148361206,3.240834832191468,0.6942269504070282,0.4986402988433838,0.1592845693230629,24937.357421875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.1,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_003042
0.9475655430711613,0.9719101123595506,0.9680851063829788,0.9719101123595506,0.9946808510638298,0.9680851063829788,0.9680851063829788,0.971264367816092,0.8653679653679655,0.9025974025974026,0.9042553191489362,0.924242424242424,0.950354609929078,0.9042553191489362,0.8929078014184397,0.9,201,0.0242912769317626,3.2658756971359253,0.6855312883853912,0.4971024245023727,0.1506509408354759,12142.01953125,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.05,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_005128
0.9545454545454546,0.9715909090909092,0.9680851063829788,0.9772727272727272,0.9893617021276596,0.9680851063829788,0.9645390070921986,0.971264367816092,0.8881578947368421,0.9078947368421052,0.9148936170212766,0.9276315789473684,0.946808510638298,0.9148936170212766,0.9113475177304964,0.9066666666666666,201,0.0243599414825439,3.686845302581787,0.5699440836906433,0.4078092873096466,0.0559743195772171,11476.6982421875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.01,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_011213
0.9545454545454546,0.9715909090909092,0.9680851063829788,0.9772727272727272,0.9893617021276596,0.9680851063829788,0.9645390070921984,0.971264367816092,0.8818181818181817,0.9155844155844156,0.9148936170212766,0.945887445887446,0.9645390070921984,0.9148936170212766,0.9092198581560283,0.9133333333333332,201,0.0244438648223876,4.4078049659729,0.2553365230560303,0.1805638521909713,0.0042198323644697,19668.044921875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.01,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_035803
0.9325842696629216,0.9606741573033708,0.9574468085106383,0.9662921348314608,0.9893617021276596,0.9574468085106383,0.9539007092198584,0.9597701149425288,0.81875,0.8875,0.8936170212765957,0.90625,0.9680851063829788,0.8936170212765957,0.8900709219858155,0.88,201,0.0242598056793212,4.32092022895813,0.3130172938108444,0.225180871784687,0.0170844830572605,17697.013671875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.005,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_013255
0.9250936329588016,0.9550561797752808,0.9574468085106383,0.9662921348314608,0.9893617021276596,0.9574468085106383,0.9503546099290782,0.9540229885057472,0.8270042194092826,0.8860759493670886,0.8936170212765957,0.9050632911392406,0.9627659574468084,0.8936170212765957,0.8900709219858155,0.88,201,0.0243661403656005,3.330008864402771,0.6725735366344452,0.4898253381252289,0.139779195189476,227755.9375,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.5,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_025550
0.9176029962546816,0.949438202247191,0.946808510638298,0.9606741573033708,0.9840425531914894,0.946808510638298,0.9397163120567376,0.9482758620689656,0.8683982683982683,0.9090909090909092,0.9042553191489362,0.946969696969697,0.974290780141844,0.9042553191489362,0.8936170212765957,0.9066666666666666,201,0.0250375270843505,3.3081291913986206,0.6717453002929688,0.4904708415269851,0.1321259588003158,21487.82421875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.1,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_031635
0.9185185185185186,0.9555555555555556,0.946808510638298,0.9555555555555556,0.9893617021276596,0.946808510638298,0.9468085106382976,0.9540229885057472,0.8264957264957266,0.8846153846153846,0.8936170212765957,0.9252136752136751,0.9663120567375888,0.8936170212765957,0.8787234042553191,0.88,201,0.0243453979492187,3.352589130401612,0.664756715297699,0.4835034906864166,0.1053473725914955,13123.326171875,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.05,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_033720
0.8901098901098901,0.9395604395604396,0.9361702127659576,0.945054945054945,0.9893617021276596,0.9361702127659576,0.9326241134751774,0.9367816091954024,0.780168776371308,0.8544303797468354,0.851063829787234,0.8860759493670886,0.9432624113475176,0.851063829787234,0.8379432624113473,0.8466666666666667,201,0.0244390964508056,4.778598308563232,0.1147090792655944,0.0866560190916061,0.0069387606345117,25953.080078125,3.0,29,"(468, 520, 29)",unused,0.9,-1,-1,0.005,0.05,0,-1,100,1,-9.6,2.4,0.001,1000000,-1,200,0,0,2,"[0, 2]","[0, 2]",0.05,True,probability,probability,False,True,True,156,94,156,70,False,False,0.2,20240323_041847
